# =============================================================================
# PDBbind general set v2007, 3124 entries, updated on 07/30/2007
# Entries are sorted by -logKd or -logKi in an increasing order
# PDB code, resolution, release year, pKd/pKi, Kd/Ki, reference, ligand name
# =============================================================================
2ay1  2.20  1999   2.29  Kd=5.14mM     // 2ay1.pdf (AHC)
1hyv  1.70  2001   2.30  IC50>5mM      // 1hyv.pdf (TTA)
1n1g  2.50  2003   2.30  IC50~5mM      // 1n1g.pdf (BCP)
1o4g  1.55  2004   2.30  IC50>5mM      // 1o41.pdf (I59)
1uxa  1.50  2004   2.30  Kd=5mM        // 1uxa.pdf (SIA-GAL)
1w1p  2.10  2005   2.30  IC50=5.0mM    // 1w1p.pdf (GIO)
2ay7  2.40  1999   2.30  Kd=5.0mM      // 2ay1.pdf (CLT)
2hdu  1.49  2006   2.30  Ki=5mM        // 2hdq.pdf (F12)
3pcg  1.96  1998   2.30  Ki=5mM        // 3pcb.pdf (4HP)
1m0o  2.40  2002   2.31  Ki=4.9mM      // 1m0n.pdf (MPM)
1z6d  1.54  2005   2.34  Ki=4.6mM      // 1z6d.pdf (IMP)
1qi0  2.10  2000   2.35  Ki=4.5mM      // 1qi0.pdf (CBI)
1o4j  1.70  2004   2.36  IC50=4.4mM    // 1o41.pdf (IS2)
6rnt  1.80  1993   2.37  Kd=4.3mM      // 6rnt.pdf (2AM)
1f73  1.95  2000   2.39  Ki=4.1mM      // 1f73.pdf (HMN)
1nwl  2.40  2003   2.39  Ki=4.1mM      // 1nwe.pdf (964)
1cam  1.70  1993   2.40  Kd=4mM        // 1cam.pdf (BCT)
3pcb  2.19  1998   2.40  Ki=4mM        // 3pcb.pdf (3HB)
1o4r  1.50  2004   2.41  IC50=3.9mM    // 1o41.pdf (787)
1o4h  2.25  2004   2.44  IC50=3.6mM    // 1o41.pdf (772)
1oba  2.45  2003   2.44  Kd=3.6mM      // 1oba.pdf (CHT)
1t4s  2.80  2004   2.44  Ki=3.6mM      // 1t4s.pdf (VAL)
1gbq   NMR  1997   2.46  Kd=3.5mM      // 1gbq.pdf (12-mer)
1o4o  1.70  2004   2.46  IC50=3.5mM    // 1o41.pdf (HPS)
1tok  1.85  2004   2.47  Kd=3.4mM      // 1tog.pdf (MAE)
1utl  1.70  2004   2.47  Kd=3.41mM     // 1utj.pdf (PRA)
1gyx  1.35  2002   2.48  Ki=3.3mM      // 1gyx.pdf (BEZ)
1o4q  1.70  2004   2.49  IC50=3.2mM    // 1o41.pdf (256)
1ai4  2.35  1997   2.50  Ki=3.13mM     // 1ai4.pdf (HAA)
1rq2  1.86  2004   2.52  IC50=3mM      // 1rlu.pdf (CIT)
1wdr  1.35  2005   2.52  Kd=3.05mM     // 1wdq.pdf (MAL)
1iup  1.60  2002   2.54  Ki=2.9mM      // 1iup.pdf (ISB)
1il3  2.80  2002   2.55  IC50=2.8mM    // 1il3.pdf (7DG)
1kf0  2.50  2002   2.55  Kd=2.80mM     // 1kf0.pdf (ACP)
1gwv  2.50  2003   2.57  Kd=2.68mM     // 1gwv.pdf (LAT)
2ay5  2.40  1999   2.59  Kd=2.6mM      // 2ay1.pdf (IOP)
1o4p  1.90  2004   2.60  IC50=2.5mM    // 1o41.pdf (791)
2c4v  2.50  2006   2.60  Ki=2.5mM      // 2c4v.pdf (CIT)
1cze  2.40  2000   2.62  Kd=2.4mM      // 1czc.pdf (SIN)
1w1y  1.85  2005   2.62  IC50=2.4mM    // 1w1p.pdf (TYP)
1ajn  2.36  1997   2.63  Ki=2.32mM     // 1ai4.pdf (AAN)
1g5f  1.80  2001   2.64  Ki=2.31mM     // 1g5f.pdf (DCE)
1o4i  1.75  2004   2.64  IC50=2.3mM    // 1o41.pdf (219)
1il5  2.80  2002   2.66  IC50=2.2mM    // 1il3.pdf (DDP)
1hgi  2.70  1994   2.68  Kd=2.1mM      // 1hge.pdf (ANA)
1o8b  1.25  2003   2.68  Ki=2.1mM      // 1o8b.pdf (ABF)
1br5  2.50  1998   2.70  Ki>2mM        // 1br5.pdf (NEO)
1gym  2.20  1996   2.70  IC50=2mM      // 1gym.pdf (MYG)
1lt5  1.70  1997   2.70  IC50=2mM      // 1lt5.pdf (TDG)
1tc1  1.41  1999   2.70  IC50>2mM      // 1tc1.pdf (FMB)
1ylv  2.15  2000   2.70  Ki=2.0mM      // 1ylv.pdf (SHF)
2fzc  2.10  2006   2.70  Ki=1990uM     // 2fzc.pdf (EOP)
1pfu  1.91  2004   2.72  Kd=1900uM     // 1p7p.pdf (MPJ)
1dg9  1.90  1999   2.74  Ki=1.8mM      // 1dg9.pdf (EPE)
2qwb  2.00  1998   2.74  Ki=1820uM     // 2qwb.pdf (SIA)
1rql  2.40  2004   2.75  Ki=1.79mM     // 1rql.pdf (VSO)
1ny2  2.30  2003   2.76  Ki=1.75mM     // 1ny2.pdf (5-mer)
2bet  2.20  2004   2.77  Ki=1.7mM      // 2bes.pdf (DEZ)
2bza  1.90  1999   2.80  Ki=1.58mM     // 1ce5.pdf (ABN)
1czc  2.50  2000   2.82  Kd=1.5mM      // 1czc.pdf (GUA)
1p17  2.70  2004   2.82  Kd=1.5mM      // 1p17.pdf (IMP)
2a3a  2.10  2005   2.82  IC50=1500uM   // 2a3a.pdf (TEP)
1il4  2.60  2002   2.85  IC50=1.4mM    // 1il3.pdf (9DG)
2a29   NMR  2005   2.85  Kd=1.4mM      // 2a00.pdf (ANP)
1e34  1.80  2000   2.88  Ki=1.32mM     // 1e34.pdf (TPX)
1cet  2.05  1999   2.89  Ki=1.3mM      // 1cet.pdf (CLQ)
1iih  2.20  2001   2.89  Ki=1.3mM      // 1iig.pdf (3PG)
1ugp  1.63  2004   2.89  Ki=1.3mM      // 1ugp.pdf (BUA)
2ay4  2.20  1999   2.91  Kd=1.24mM     // 2ay1.pdf (PPT)
2pri  2.30  1998   2.91  Ki=1.23mM     // 2pri.pdf (D6G)
1eef  1.80  2000   2.92  IC50=1.2mM    // 1eef.pdf (GAL-I06)
1o4k  1.57  2004   2.92  IC50=1.2mM    // 1o41.pdf (PSN)
1p6e  2.30  2003   2.92  Ki=1.21mM     // 1p6d.pdf (PC5)
1zp5  1.80  2005   2.92  IC50=1200uM   // 1zp5.pdf (2NI)
2aa9  1.50  2006   2.92  IC50=1.2mM    // 2aa9.pdf (SKM)
2aay  1.55  2006   2.92  IC50=1.2mM    // 2aa9.pdf (SKM)
2fkf  2.00  2006   2.92  Kd=1.2mM      // 2fkf.pdf (G16)
2fw6  1.85  2006   2.92  Kd=1.2mM      // 2fw6.pdf (CIT)
2fwp  1.85  2006   2.92  Kd=1.2mM      // 2fw6.pdf (CIT)
1tng  1.80  1994   2.93  Ki=1.17mM     // 1tnh.pdf (AMC)
1p6d  2.00  2003   2.94  Ki=1.15mM     // 1p6d.pdf (3PC)
1f4e  1.90  2000   2.96  Ki=1.1mM      // 1f4c.pdf (TPR)
1w1t  1.90  2005   2.96  IC50=1.1mM    // 1w1p.pdf (CHQ)
1ykp  2.41  2005   2.96  Kd=1100uM     // 1ykl.pdf (DHB)
2br6  1.70  2005   2.96  Ki=1.10mM     // 2br6.pdf (HSL)
1ecq  2.00  2000   3.00  Ki=1.0mM      // 1ec8.pdf (DXG)
1hqg  2.00  2001   3.00  Ki=1.0mM      // 1hqf.pdf (ORN)
1mcz  2.80  2003   3.00  Ki=1mM        // 1mcz.pdf (RMN)
1ux7  1.50  2004   3.00  Kd=1mM        // 1ux7.pdf (3-mer)
1w7h  2.21  2005   3.00  IC50>1mM      // 1w7h.pdf (3IP)
1wbg  2.20  2005   3.00  IC50=1mM      // 1w7h.pdf (L03)
1wbo  2.16  2005   3.00  IC50>1mM      // 1w7h.pdf (2CH)
1ws4  1.90  2005   3.00  Kd=1.00mM     // 1ws4.pdf (GYP)
1yc5  1.40  2005   3.00  IC50=1.0mM    // 1yc5.pdf (NCA)
1z9h  2.60  2005   3.00  IC50=1mM      // 1z9h.pdf (IMN)
1zm7  2.20  2005   3.00  IC50>1000uM   // 1zm7.pdf (TTP)
2h2e  2.60  2006   3.00  Kd>1000uM     // 2h21.pdf (SA8)
1utm  1.50  2004   3.01  Kd=0.972mM    // 1utj.pdf (PEA)
1ogd  1.95  2003   3.03  Kd=0.93mM     // 1ogd.pdf (RIP)
1ws5  1.90  2005   3.03  Kd=0.926mM    // 1ws4.pdf (MAM)
2ggu  1.90  2006   3.03  IC50=0.94mM   // 2ggu.pdf (MLR)
1f74  1.60  2000   3.05  Ki=0.9mM      // 1f73.pdf (NAY)
1gvk  0.94  2002   3.05  Ki=0.89mM     // 1gvk.pdf (4-mer)
1gzg  1.66  2002   3.05  IC50=0.9mM    // 1gzg.pdf (LAF)
1o41  1.70  2004   3.05  IC50=0.9mM    // 1o41.pdf (300)
1pum  2.30  2004   3.05  IC50=0.9mM    // 1pum.pdf (GLB)
1uj5  2.00  2004   3.05  Ki=0.89mM     // 1uj5.pdf (R5P)
1uj6  1.74  2004   3.05  Ki=0.89mM     // 1uj5.pdf (A5P)
1s26  3.00  2004   3.07  Ki=0.85mM     // 1s26.pdf (APC)
1hiy  2.60  2001   3.08  Kd=0.83mM     // 1hiy.pdf (3AN)
1y1z  1.50  2005   3.08  Ki=0.831mM    // 1y1m.pdf (192)
1ugw  1.70  2003   3.09  Kd=0.82mM     // 1ugx.pdf (GAL)
1a5v  1.90  1998   3.10  IC50=800uM    // 1a5v.pdf (_Y3)
1af2  2.30  1997   3.10  Ki=0.8mM      // 1af2.pdf (__U)
1ec9  2.00  2000   3.10  Ki=0.8mM      // 1ec8.pdf (XYH)
1pu7  1.93  2003   3.10  Ki=0.8mM      // 1pu7.pdf (39A)
1pu8  2.13  2003   3.10  Ki=0.8mM      // 1pu7.pdf (EA1)
1swi  2.60  1996   3.10  Kd=800uM      // 1swi.pdf (BNZ)
1k2i  1.80  2001   3.11  IC50=0.78mM   // 1k2i.pdf (SN1)
1uod  1.90  2004   3.11  Kd=0.78mM     // 1uod.pdf (G3H)
2ay6  2.20  1999   3.11  Kd=0.78mM     // 2ay1.pdf (3IB)
1h9l  1.67  2001   3.12  Ki=0.76mM     // 1h9l.pdf (4-mer)
1ax0  1.90  1998   3.13  Kd=0.746mM    // 1ax0.pdf (NGA)
1e6q  1.35  2001   3.15  Ki=0.7mM      // 1e6q.pdf (NTZ)
1eei  2.00  2000   3.15  IC50=0.7mM    // 1fd7.pdf (GAA)
1k9q   NMR  2001   3.15  Kd=700uM      // 1k9q.pdf (7-mer)
1noi  2.50  1996   3.15  Ki=700uM      // 1noi.pdf (NTZ)
1noj  2.40  1996   3.15  Ki=700uM      // 1noi.pdf (NTZ)
1nok  2.40  1996   3.15  Ki=700uM      // 1noi.pdf (NTZ)
1rin  2.60  1993   3.15  Kd=0.7mM      // 1rin.pdf (MAN)
1b9s  2.50  1999   3.18  IC50>667uM    // 1b9s.pdf (FDI)
1lbk  1.86  2002   3.18  Kd=668uM      // 1lbk.pdf (GSH)
1ro7  1.80  2004   3.18  Ki=657uM      // 1ro7.pdf (CSF)
3at1  2.80  1990   3.18  Ki=0.66mM     // 3at1.pdf (PAM)
1o6i  1.70  2003   3.19  Ki=0.65mM     // 1o6i.pdf (DPR-ARG)
1axz  1.95  1998   3.20  Kd=0.637mM    // 1ax0.pdf (GAL)
6tim  2.20  1992   3.21  Ki=0.61mM     // 6tim.pdf (G3P)
1br6  2.30  1998   3.22  Ki=0.6mM      // 1br5.pdf (PT1)
1e6s  1.35  2000   3.22  Ki=0.6mM      // 1e6q.pdf (GOX)
1e72  1.60  2001   3.22  Ki=0.6mM      // 1e6q.pdf (GOX)
1evh  1.80  1999   3.22  Kd=602uM      // 1evh.pdf (6-mer)
1ew9  2.00  2002   3.22  Ki=0.6mM      // 1ew8.pdf (MMQ)
1k1y  2.40  2003   3.22  Ki=0.6mM      // 1k1y.pdf (ACR)
1q5l   NMR  2003   3.22  Kd=600uM      // 1q5l.pdf (7-mer)
1qwu  2.03  2003   3.22  Ki=0.6mM      // 1qwn.pdf (GUL)
1tog  2.31  2004   3.22  Kd=0.6mM      // 1tog.pdf (HCI)
1x6u  2.70  2005   3.22  Ki=0.6mM      // 1phw.pdf (DO8)
1zc9  2.00  2006   3.22  Kd=0.6mM      // 1zc9.pdf (PMP)
2bv4  1.00  2006   3.22  IC50=600uM    // 2boi.pdf (MMA)
1px4  1.60  2004   3.23  Ki=0.59mM     // 1px4.pdf (IPT)
1gx4  1.46  2003   3.24  Kd=0.580mM    // 1gwv.pdf (GAL-NAG)
1v2j  1.90  2004   3.25  Ki=566uM      // 1v2j.pdf (BEN)
1l5s  2.10  2002   3.26  Kd=550uM      // 1l5q.pdf (URC)
5yas  2.20  1999   3.26  Ki=0.55mM     // 4yas.pdf (FAC)
1axr  2.30  1998   3.27  Ki=540uM      // 1axr.pdf (HTP)
1bcu  2.00  1998   3.28  Kd=0.53mM     // 1bcu.pdf (PRL)
1g9t  2.80  2002   3.28  Ki=526uM      // 1g9s.pdf (5GP)
1x07  2.20  2005   3.28  Kd=520uM      // 1x06.pdf (IPE)
1ax1  1.95  1998   3.29  Kd=0.515mM    // 1ax0.pdf (GLC-GAL)
1d7j  1.85  1999   3.30  Kd=500uM      // 1d7i.pdf (BUQ)
1k9r   NMR  2001   3.30  Kd=500uM      // 1k9q.pdf (6-mer)
1lt6  2.20  1997   3.30  IC50=0.5mM    // 1lt5.pdf (GAA)
1o4e  2.00  2004   3.30  IC50=0.5mM    // 1o41.pdf (299)
1phw  2.36  2004   3.30  Ki=0.5mM      // 1phw.pdf (ROB)
1tpw  1.90  1995   3.30  Ki=0.5mM      // 1tpw.pdf (PGH)
1zd2  3.00  2006   3.30  IC50>500uM    // 1zd2.pdf (NC3)
1zd3  2.30  2006   3.30  IC50>500uM    // 1zd2.pdf (NC4)
2aq7  2.30  2006   3.30  IC50=500uM    // 2aq7.pdf (TL5)
2aqb  2.19  2006   3.30  IC50=500uM    // 2aq7.pdf (TL6)
2hd1  2.23  2006   3.30  IC50=500uM    // 1tbm.pdf (IBM)
1pzp  1.45  2004   3.31  Ki=490uM      // 1pzo.pdf (FTA)
1pzo  1.90  2004   3.32  Ki=480uM      // 1pzo.pdf (CBT)
1jlr  2.45  2002   3.33  Kd=465uM      // 1jlr.pdf (GTP)
2a3b  1.90  2005   3.33  IC50=469uM    // 2a3a.pdf (CFF)
1ahy  2.30  1995   3.36  Kd=440uM      // 1ahe.pdf (MAE)
1tnh  1.80  1994   3.37  Ki=0.43mM     // 1tnh.pdf (FBA)
1v2u  1.80  2004   3.37  Ki=427uM      // 1v2j.pdf (BEN)
1v2v  1.80  2004   3.37  Ki=427uM      // 1v2j.pdf (BEN)
1z34  2.40  2005   3.38  IC50=0.42mM   // 1z34.pdf (2FD)
2fzg  2.25  2006   3.38  Ki=420uM      // 2fzc.pdf (EOB)
1toj  1.90  2004   3.39  Kd=0.41mM     // 1tog.pdf (HCI)
1bxr  2.10  1999   3.40  Ki=0.4mM      // 1bxr.pdf (ANP)
1f8d  1.40  2001   3.40  Ki=400uM      // 1f8b.pdf (9AM)
1hxk  1.50  2002   3.40  IC50=400uM    // 1hww.pdf (DDM)
1ikt  1.75  2001   3.40  Kd=400uM      // 1ikt.pdf (OXN)
1il9  3.10  2002   3.40  IC50=0.40mM   // 1il3.pdf (MOG)
1jt1  1.78  2003   3.40  Ki=400uM      // 1jt1.pdf (MCO)
1l83  1.70  1993   3.40  Kd=0.40mM     // 1l83.pdf (BNZ)
1m83  2.20  2002   3.40  Kd=0.4mM      // 1m83.pdf (ATP)
1uz4  1.71  2004   3.40  Ki=400uM      // 1uz1.pdf (IFL)
1way  2.02  2005   3.40  IC50=400uM    // 1w7h.pdf (L02)
220l  1.85  1998   3.40  Kd=0.4mM      // 220l.pdf (BNZ)
223l  1.90  1998   3.40  Kd=0.4mM      // 220l.pdf (BNZ)
4yas  2.00  1999   3.41  Ki=0.39mM     // 4yas.pdf (CLX)
1hyz  2.30  2001   3.42  IC50=380uM    // 1hyv.pdf (TTO)
2sim  1.60  1994   3.42  Ki=0.38mM     // 2sim.pdf (DAN)
1kti  1.97  2002   3.43  Ki=370uM      // 1kti.pdf (AZC)
2c57  3.10  2006   3.43  Ki=370uM      // 2c4v.pdf (FA1)
1moq  1.57  1998   3.46  Ki=0.35mM     // 1moq.pdf (GLP)
1t48  2.20  2004   3.46  IC50=350uM    // 1t48.pdf (BB3)
1wcc  2.20  2005   3.46  IC50=350uM    // 1w7h.pdf (CIG)
1osv  2.50  2004   3.48  Kd=330uM      // 1osv.pdf (13-mer)
1tsi  2.84  1994   3.48  Ki=0.33mM     // 1tsi.pdf (4PB)
2c90  2.25  2006   3.48  IC50=330uM    // 2c8w.pdf (C1M)
1c5o  1.90  2000   3.49  Ki=320uM      // 1c5l.pdf (BAM)
1gzc  1.58  2002   3.49  Kd=0.32mM     // 1gz9.pdf (LAT)
1pzj  1.46  2004   3.49  IC50=0.32mM   // 1pzi.pdf (15B)
1utn  1.15  2004   3.49  Kd=0.321mM    // 1utj.pdf (ABN)
2ggx  1.90  2006   3.49  IC50=0.32mM   // 2ggu.pdf (NPJ)
1gz9  1.70  2002   3.51  Kd=0.31mM     // 1gz9.pdf (FUC-LAT)
1imx  1.82  2001   3.52  Kd=300uM      // 1imx.pdf (CPQ)
1jys  1.90  2002   3.52  Ki=300uM      // 1jys.pdf (ADE)
1o4d  1.85  2004   3.52  IC50=0.3mM    // 1o41.pdf (262)
1o4f  2.00  2004   3.52  IC50=0.3mM    // 1o41.pdf (790)
1ysg   NMR  2005   3.52  Kd=0.30mM     // 1ysg.pdf (4FC)
2fyv  1.90  2006   3.52  IC50=0.3mM    // 2fyv.pdf (W72)
2b4m  2.80  2006   3.53  Kd=295uM      // 2b4l.pdf (PBE)
1vjd  1.90  2004   3.54  Kd=0.286mM    // 1vjc.pdf (ATP)
1v2r  1.70  2004   3.55  Ki=278.96uM   // 1v2j.pdf (ANH)
2ay3  2.40  1999   3.55  Kd=0.28mM     // 2ay1.pdf (MPP)
2hwg  2.70  2006   3.55  Ki=0.28mM     // 2hwg.pdf (OXL)
2qwc  1.60  1998   3.55  Ki=280uM      // 2qwb.pdf (DAN)
1h46  1.52  2003   3.57  Ki=270uM      // 1h46.pdf (RNP)
1vjc  2.10  2004   3.58  Kd=0.263mM    // 1vjc.pdf (ATP)
1gww  1.80  2003   3.59  Kd=0.258mM    // 1gwv.pdf (GLC)
1nli  1.93  2003   3.59  Kd=260uM      // 1nli.pdf (ADE)
1w1w  2.90  2004   3.59  Kd=260uM      // 1w1w.pdf (protein)
2gsu  2.00  2006   3.59  Ki=260uM      // 2gsu.pdf (AMP)
1bo5  3.20  1999   3.60  Ki=0.25mM     // 1bo5.pdf (FBP)
1d1p  2.20  2000   3.60  Ki=0.25mM     // 1d1p.pdf (EPE)
1d7i  1.90  1999   3.60  Kd=250uM      // 1d7i.pdf (DSS)
1uys  2.80  2004   3.60  Ki=0.25mM     // 1uyr.pdf (H1L)
1w31  1.90  2005   3.60  Ki=0.25mM     // 1w31.pdf (SHO)
1zd4  2.70  2006   3.60  IC50=253uM    // 1zd2.pdf (NC6)
2bgr  2.00  2005   3.60  Ki=250uM      // 2bgn.pdf (9-mer)
2fzk  2.50  2006   3.60  Ki=250uM      // 2fzc.pdf (EOZ)
3jdw  2.40  1998   3.60  Ki=253uM      // 3jdw.pdf (ORN)
8gpb  2.20  1992   3.60  Kd=0.25mM     // 7gpb.pdf (AMP)
1g9s  2.80  2002   3.61  Ki=247uM      // 1g9s.pdf (IMP)
1pb9  1.60  2003   3.62  Ki=241uM      // 1pb8.pdf (4AX)
3pcc  1.98  1998   3.62  Ki=240uM      // 3pcb.pdf (PHB)
1gyy  1.35  2002   3.64  Ki=230uM      // 1gyx.pdf (FHC)
1j5i   NMR  2002   3.64  Kd=230uM      // 1j5i.pdf (NCZ)
2azr  2.00  2005   3.64  Ki=230uM      // 2azr.pdf (982)
2qwg  1.80  1998   3.64  IC50=230uM    // 2qwb.pdf (G28)
1b9v  2.35  1999   3.65  IC50=224uM    // 1b9s.pdf (RA2)
1l6y  1.90  2002   3.66  IC50=0.22mM   // 1l6s.pdf (4OX)
3pcn  2.40  1998   3.66  Kd=220uM      // 3pcn.pdf (DHY)
1c3x  2.40  1999   3.68  Ki=210uM      // 1c3x.pdf (8IG)
1qsc  2.40  1999   3.68  Kd=210uM      // 1qsc.pdf (7-mer)
1l2z   NMR  2002   3.69  Kd=203uM      // 1l2z.pdf (11-mer)
2a8g  1.99  2006   3.69  Kd=205uM      // 2a5b.pdf (GNG)
1bcj  2.10  1998   3.70  Kd=0.20mM     // 1bch.pdf (NGA)
1e37  1.75  2000   3.70  Ki=0.20mM     // 1e34.pdf (TPY)
1fwu  1.90  2001   3.70  Kd=0.20mM     // 1fwu.pdf (3-mer)
1gz3  2.30  2003   3.70  Ki=0.20mM     // 1gz3.pdf (ATP)
1gz4  2.20  2002   3.70  Ki=0.2mM      // 1gz4.pdf (ATP)
1i43  3.10  2001   3.70  Ki=200uM      // 1i41.pdf (PMC)
1loq  1.50  2002   3.70  Ki=0.2mM      // 1lol.pdf (__U)
1pdz  2.20  1995   3.70  Ki=0.2mM      // 1pdz.pdf (PGA)
1uy6  1.90  2004   3.70  IC50>200uM    // 1uy6.pdf (PU3)
1uy7  1.90  2004   3.70  IC50>200uM    // 1uy6.pdf (PU4)
1uyd  2.00  2004   3.70  IC50>200uM    // 1uy6.pdf (PU8)
1uye  2.00  2004   3.70  IC50>200uM    // 1uy6.pdf (PU9)
1w70  1.46  2005   3.70  Kd=200uM      // 1w70.pdf (15-mer)
1wht  2.00  1994   3.70  Ki=0.2mM      // 1wht.pdf (BZS)
2bjm  2.15  2005   3.70  Kd=200uM      // 2bjm.pdf (ANF)
2bmz  2.40  2005   3.70  Kd=0.2mM      // 2bmz.pdf (XLM)
2fx6  1.57  2006   3.70  Ki=200uM      // 2fpz.pdf (270)
1ai5  2.36  1997   3.72  Ki=0.189mM    // 1ai4.pdf (MNP)
1fwv  2.20  2001   3.72  Kd=0.19mM     // 1fwu.pdf (3-mer)
